step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
131,TRANSFER,10000000.0,C2046014385,17476725.66,7476725.66,C97016938,0.0,0.0,1,0
62,CASH_OUT,724414.43,C189532677,724414.43,0.0,C741569434,223853.38,948267.81,1,0
354,CASH_OUT,285270.5,C1071703540,0.0,0.0,C1024808931,943880.17,1229150.67,0,0
231,TRANSFER,243227.33,C2111579447,98501.0,0.0,C27294648,52635.74,295863.07,0,0
164,CASH_OUT,137894.53,C64709571,164840.0,26945.47,C1268276596,1472820.22,1610714.75,0,0
163,CASH_OUT,90583.16,C1569958732,50744.0,0.0,C1288470217,0.0,90583.16,0,0
7,TRANSFER,270857.81,C275347188,0.0,0.0,C312537393,730851.23,4810603.67,0,0
139,CASH_OUT,413841.42,C328274898,11413.0,0.0,C335906599,58202.07,472043.49,0,0
260,CASH_OUT,142242.17,C136980746,0.0,0.0,C597728513,154158.53,296400.7,0,0
572,CASH_OUT,1351104.53,C1272694533,1351104.53,0.0,C2033398218,0.0,1351104.53,1,0
234,TRANSFER,328284.67,C458945587,397.0,0.0,C834981238,279657.44,607942.12,0,0
183,CASH_OUT,4354175.33,C750241530,4354175.33,0.0,C96592525,0.0,4778329.47,1,0
216,CASH_OUT,14483.83,C921702524,0.0,0.0,C747731292,9842717.34,9857201.18,0,0
398,CASH_OUT,255497.16,C1796748570,0.0,0.0,C949346210,2416359.86,2671857.02,0,0
376,TRANSFER,2675366.58,C2052588777,597.0,0.0,C1365968146,1691840.36,4367206.94,0,0
373,CASH_OUT,184629.11,C1046636774,0.0,0.0,C759491337,1299700.87,1484329.98,0,0
284,TRANSFER,739584.33,C74627202,739584.33,0.0,C452552725,0.0,0.0,1,0
187,CASH_OUT,55376.23,C936601159,0.0,0.0,C2034492789,178972.19,234348.42,0,0
8,CASH_OUT,180895.36,C934985230,617131.08,436235.72,C728526866,8605884.76,10520267.05,0,0
229,CASH_OUT,122990.57,C1223991692,0.0,0.0,C231640704,638955.53,761946.11,0,0
236,CASH_OUT,494248.77,C1314060944,31034.0,0.0,C1133689494,39583.77,533832.54,0,0
362,CASH_OUT,1397689.48,C851172808,1397689.48,0.0,C1693761421,0.0,1397689.48,1,0
325,CASH_OUT,100914.5,C358116982,0.0,0.0,C1890533498,309469.89,410384.39,0,0
259,CASH_OUT,154372.66,C1257301491,15077.0,0.0,C253615970,431270.95,585643.61,0,0
135,CASH_OUT,127167.02,C52171970,0.0,0.0,C1019389344,129120.0,256287.02,0,0
301,CASH_OUT,594995.95,C48983359,30365.0,0.0,C495834798,1006866.02,1601861.97,0,0
42,CASH_OUT,364434.46,C1016771232,303698.0,0.0,C61536954,2101228.45,2465662.91,0,0
38,TRANSFER,360688.3,C739289668,360688.3,0.0,C432663857,0.0,0.0,1,0
164,CASH_OUT,156819.03,C1470082579,0.0,0.0,C881294738,2226986.04,2383805.07,0,0
260,CASH_OUT,169823.79,C1323863985,0.0,0.0,C498614707,956626.95,1126450.74,0,0
19,CASH_OUT,174946.45,C884693739,7062.0,0.0,C599085739,241606.53,262794.22,0,0
226,CASH_OUT,218358.85,C991320221,59752.0,0.0,C411075855,68880.77,287239.62,0,0
405,CASH_OUT,589268.46,C107129263,0.0,0.0,C422477153,5554674.25,6143942.71,0,0
42,TRANSFER,1108868.74,C1192960978,0.0,0.0,C2093266673,1144396.7,2253265.44,0,0
304,CASH_OUT,370571.61,C653890530,16212.03,0.0,C1988380610,837665.28,1208236.89,0,0
115,TRANSFER,1844357.26,C1543576546,1844357.26,0.0,C1140609516,0.0,0.0,1,0
595,CASH_OUT,2209035.37,C1720700967,2209035.37,0.0,C126465799,124117.1,2333152.48,1,0
441,TRANSFER,739856.92,C2140627643,739856.92,0.0,C1356176375,0.0,0.0,1,0
692,CASH_OUT,87666.57,C1696942907,0.0,0.0,C1895377777,1594912.87,1682579.44,0,0
357,TRANSFER,790332.43,C247316356,790332.43,0.0,C600765612,0.0,0.0,1,0
204,CASH_OUT,130563.14,C635360522,0.0,0.0,C659307744,215111.49,345674.64,0,0
312,TRANSFER,234605.63,C60318636,20405.0,0.0,C948086102,0.0,234605.63,0,0
537,CASH_OUT,266546.68,C1746999041,266546.68,0.0,C1695279760,0.0,266546.68,1,0
182,TRANSFER,698749.28,C176009451,10959.0,0.0,C1805740785,0.0,698749.28,0,0
10,TRANSFER,442288.74,C228294499,0.0,0.0,C1871196571,1655479.19,2422345.02,0,0
374,CASH_OUT,126800.18,C152391832,0.0,0.0,C1379292960,472270.05,599070.24,0,0
399,CASH_OUT,142437.49,C1411735608,0.0,0.0,C971973829,1088661.26,1231098.75,0,0
7,CASH_OUT,185882.89,C139527382,0.0,0.0,C1477979030,10683722.25,10780596.35,0,0
635,TRANSFER,580010.03,C1797123067,580010.03,0.0,C1963008787,0.0,0.0,1,0
183,TRANSFER,867907.23,C2091116146,0.0,0.0,C1947052291,1463292.87,2331200.1,0,0
259,CASH_OUT,100052.35,C1226825167,62938.0,0.0,C1158556992,913641.19,1013693.54,0,0
128,TRANSFER,4483868.79,C1664723459,4483868.79,0.0,C366674827,0.0,0.0,1,0
42,CASH_OUT,201600.92,C1601813644,181771.0,0.0,C102020291,0.0,201600.92,0,0
13,CASH_OUT,9635.62,C1947246364,11632.0,1996.38,C909612523,0.0,9635.62,0,0
331,TRANSFER,691347.9,C1543054940,84.0,0.0,C1310659908,0.0,691347.9,0,0
136,CASH_OUT,95267.81,C1426688213,95267.81,0.0,C1274877827,0.0,95267.81,1,0
208,CASH_OUT,230153.62,C284846883,0.0,0.0,C1322169631,328679.28,558832.89,0,0
403,TRANSFER,254197.2,C398989041,0.0,0.0,C1217141820,342189.69,596386.89,0,0
13,TRANSFER,1569777.08,C774971165,49748.0,0.0,C2128537333,0.0,1569777.08,0,0
129,CASH_OUT,234537.1,C186613075,0.0,0.0,C570168522,404660.55,639197.65,0,0
138,TRANSFER,829823.32,C2025276517,119243.28,0.0,C358187880,2771141.0,3820447.47,0,0
207,CASH_OUT,288897.85,C711103753,0.0,0.0,C7556812,6495438.04,6784335.89,0,0
548,TRANSFER,126431.61,C107421923,126431.61,0.0,C1049744431,0.0,0.0,1,0
232,CASH_OUT,403093.88,C1547860571,21289.0,0.0,C639840027,4515425.97,4918519.85,0,0
359,CASH_OUT,9203.52,C382637253,10400.0,1196.48,C675752929,212405.72,221609.24,0,0
260,TRANSFER,202508.68,C551812993,6968.96,0.0,C1005696061,715098.37,917607.05,0,0
6,TRANSFER,216422.0,C666642000,216422.0,0.0,C1315078366,0.0,0.0,1,0
370,CASH_OUT,214096.54,C155870413,0.0,0.0,C718559126,1625045.88,1977535.19,0,0
25,CASH_OUT,781953.11,C1665079678,781953.11,0.0,C1566512642,0.0,781953.11,1,0
9,CASH_OUT,145421.53,C173953232,0.0,0.0,C642099908,158255.0,303676.53,0,0
249,CASH_OUT,95145.89,C1309621197,0.0,0.0,C1809709987,1042292.53,1137438.41,0,0
376,CASH_OUT,87221.27,C233682205,17722.0,0.0,C600848160,0.0,87221.27,0,0
357,TRANSFER,729105.91,C1042114558,0.0,0.0,C1711055611,1543388.56,2272494.48,0,0
163,CASH_OUT,272523.64,C667137608,165820.0,0.0,C432610731,293301.66,565825.3,0,0
19,CASH_OUT,129489.22,C1261471466,0.0,0.0,C1867525565,3370842.46,4384302.49,0,0
349,CASH_OUT,86023.71,C1071926300,4289.0,0.0,C966776498,852111.66,938135.37,0,0
186,CASH_OUT,179321.12,C1705629934,179321.12,0.0,C848134520,0.0,179321.12,1,0
136,CASH_OUT,47779.46,C1168747386,3012.0,0.0,C455453201,0.0,47779.46,0,0
379,CASH_OUT,95833.26,C2129163677,12324.0,0.0,C1536382011,0.0,95833.26,0,0
137,CASH_OUT,105134.48,C984308855,158729.0,53594.52,C885834440,168240.03,273374.5,0,0
180,TRANSFER,1159072.17,C1063513765,97853.0,0.0,C1741686824,0.0,1159072.17,0,0
36,CASH_OUT,47662.55,C1182476997,0.0,0.0,C953043538,356031.11,803166.87,0,0
308,TRANSFER,230019.44,C1610977420,21711.0,0.0,C1178497894,54589635.55,54819654.99,0,0
396,CASH_OUT,173521.81,C1454385442,8607.78,0.0,C10782602,946969.3,1120491.11,0,0
250,CASH_OUT,89705.11,C1959559301,0.0,0.0,C1880654794,629868.9,719574.01,0,0
20,CASH_OUT,10488.5,C374452681,0.0,0.0,C2019203287,790439.61,800928.11,0,0
39,CASH_OUT,228597.07,C1443056418,0.0,0.0,C182604492,352070.96,580668.03,0,0
130,CASH_OUT,135226.2,C201924744,0.0,0.0,C1174089683,301391.21,436617.41,0,0
448,CASH_OUT,14133.69,C949838768,14133.69,0.0,C392215840,2634011.66,2648145.35,1,0
527,CASH_OUT,150433.28,C919955966,0.0,0.0,C248229292,638535.42,788968.7,0,0
35,CASH_OUT,335281.44,C249629855,0.0,0.0,C713487056,490236.93,825518.37,0,0
576,TRANSFER,884821.37,C1937124705,884821.37,0.0,C1452792493,0.0,0.0,1,0
35,CASH_OUT,134774.56,C1880525772,41620.0,0.0,C1210349682,1428125.03,1562899.59,0,0
282,CASH_OUT,205899.69,C1978852965,0.0,0.0,C446355106,1127527.64,1333427.33,0,0
394,TRANSFER,2219905.47,C2038143021,5418.0,0.0,C345342001,787982.66,3007888.12,0,0
327,TRANSFER,1114335.17,C888873510,0.0,0.0,C226284091,5028771.29,6143106.46,0,0
330,TRANSFER,634489.96,C1171137939,311629.0,0.0,C2132299625,0.0,634489.96,0,0
12,CASH_OUT,96526.74,C906392583,406819.0,310292.26,C1133199793,0.0,96526.74,0,0
11,CASH_OUT,184620.53,C1722188056,0.0,0.0,C986297172,335979.52,73643.76,0,0
351,CASH_OUT,27586.09,C931271544,145858.0,118271.91,C206043543,0.0,27586.09,0,0
327,CASH_OUT,335105.94,C2034793120,49815.0,0.0,C1189830878,483830.29,818936.24,0,0
354,CASH_OUT,222464.57,C831894662,0.0,0.0,C57215989,10636503.87,10858968.44,0,0
571,CASH_OUT,100301.08,C1200631778,141606.0,41304.92,C1814850460,1766117.15,1866418.23,0,0
138,CASH_OUT,149597.63,C520665107,0.0,0.0,C753959109,2809698.17,2959295.79,0,0
304,CASH_OUT,149721.12,C1295654182,9055.0,0.0,C319688066,1321429.25,1471150.37,0,0
261,CASH_OUT,32378.85,C1558771673,0.0,0.0,C343460696,108087.74,140466.6,0,0
39,TRANSFER,7937954.2,C2057200986,7937954.2,0.0,C1124319645,0.0,0.0,1,0
214,CASH_OUT,208286.6,C160663745,6056.43,0.0,C1272893647,3173874.24,3382160.84,0,0
332,CASH_OUT,188148.04,C1536520055,1324.0,0.0,C1165232322,1872788.23,2060936.27,0,0
212,CASH_OUT,178588.02,C1956889184,20393.0,0.0,C1314696891,1837502.53,2016090.55,0,0
332,CASH_OUT,16599.79,C646424569,31192.0,14592.21,C1457113870,5113589.94,5130189.73,0,0
284,TRANSFER,545337.98,C1093147546,0.0,0.0,C2130474552,1580474.03,2138213.79,0,0
413,CASH_OUT,136045.41,C1682717201,126.62,0.0,C1965109899,540084.28,676129.69,0,0
18,CASH_OUT,233170.39,C1122722857,9810.0,0.0,C958150079,0.0,233808.65,0,0
191,TRANSFER,74402.58,C1391304250,15942.1,0.0,C928005698,395835.98,470238.55,0,0
396,CASH_OUT,160667.52,C73282983,0.0,0.0,C1370643554,193354.63,354022.15,0,0
330,CASH_OUT,71010.61,C825752864,0.0,0.0,C1644909153,7208508.85,7279519.46,0,0
522,TRANSFER,167231.91,C1062281380,39990.0,0.0,C81724406,7752.07,174983.98,0,0
139,CASH_OUT,99375.21,C1157181018,0.0,0.0,C1401158687,367016.19,466391.4,0,0
164,TRANSFER,1191399.72,C138035077,1191399.72,0.0,C550830618,0.0,0.0,1,0
328,TRANSFER,6219930.31,C586222471,0.0,0.0,C1941506921,10000000.0,16219930.31,0,0
253,CASH_OUT,75785.86,C354050720,219714.0,143928.14,C832648427,277223.82,353009.68,0,0
129,TRANSFER,82177.85,C61214902,0.0,0.0,C2061687241,1300850.19,1383028.03,0,0
178,CASH_OUT,180338.1,C1202429068,0.0,0.0,C366464627,1826839.33,2007177.43,0,0
206,CASH_OUT,136819.41,C1654041666,81197.0,0.0,C1414439907,4261910.02,4398729.43,0,0
226,TRANSFER,2797700.19,C1417483109,17298.0,0.0,C1462488949,0.0,2793693.27,0,0
356,CASH_OUT,94676.79,C132957243,1271.0,0.0,C1439720356,12882.51,107559.3,0,0
715,CASH_OUT,215470.82,C2133252037,21350.0,0.0,C2056975238,0.0,215470.82,0,0
229,CASH_OUT,108081.98,C1785999359,11027.0,0.0,C2041823183,641109.43,749191.41,0,0
583,TRANSFER,2149658.47,C1696909244,2149658.47,0.0,C1197995653,0.0,0.0,1,0
234,CASH_OUT,22572.06,C974950684,1029.0,0.0,C1842016923,46331.12,68903.18,0,0
17,CASH_OUT,481611.3,C1099198925,14633.0,0.0,C43121577,708305.39,1189916.69,0,0
395,CASH_OUT,589322.72,C262348856,40924.0,0.0,C1009420231,0.0,589322.72,0,0
250,CASH_OUT,154690.65,C1008017044,7116.72,0.0,C1939084847,601277.39,755968.04,0,0
226,CASH_OUT,9960382.4,C1041938819,9960382.4,0.0,C1108421533,95048.58,10055430.98,1,0
211,CASH_OUT,24891.4,C819185735,0.0,0.0,C1976662503,674740.16,699631.56,0,0
258,CASH_OUT,6571.47,C1144895678,100950.0,94378.53,C534569465,70397.25,76968.72,0,0
284,CASH_OUT,313529.67,C718816585,0.0,0.0,C1067650089,1754687.58,2068217.25,0,0
232,CASH_OUT,74382.21,C243164188,0.0,0.0,C615747067,900142.97,974525.17,0,0
211,CASH_OUT,6391.42,C529636368,19063.0,12671.58,C1779348438,4958082.05,4964473.47,0,0
212,CASH_OUT,24787.46,C604269670,59523.0,34735.54,C1359884625,144949.78,169737.25,0,0
178,CASH_OUT,36196.46,C1080280187,0.0,0.0,C1722905138,148549.18,184745.63,0,0
236,CASH_OUT,71133.94,C1086832038,0.0,0.0,C723198143,1088332.45,1103959.78,0,0
132,TRANSFER,752986.65,C67341467,384726.71,0.0,C2121674731,2090581.49,2843568.14,0,0
280,CASH_OUT,141645.3,C30413872,0.0,0.0,C1131882180,888132.69,1029777.98,0,0
540,CASH_OUT,159433.09,C322525565,1692.0,0.0,C365159278,896782.73,1056215.82,0,0
36,CASH_OUT,82022.5,C1983848769,0.0,0.0,C2099617060,4852555.47,4934577.98,0,0
203,TRANSFER,1443217.34,C957317635,1062.0,0.0,C614029989,72668.95,1515886.28,0,0
160,CASH_OUT,72529.43,C1546041074,0.0,0.0,C1874560636,280352.38,352881.82,0,0
492,TRANSFER,745057.48,C283883110,0.0,0.0,C10265850,3782196.74,4527254.22,0,0
299,CASH_OUT,128003.75,C113927500,9026.0,0.0,C1551260725,332948.85,460952.6,0,0
2,CASH_OUT,18627.02,C175961135,18627.02,0.0,C1711105800,147251.58,165878.6,1,0
139,TRANSFER,261406.38,C1582617273,0.0,0.0,C2064372710,3683696.7,3945103.07,0,0
353,CASH_OUT,78041.29,C2017551455,229861.74,151820.45,C1855586690,1869302.07,1947343.36,0,0
203,TRANSFER,214701.62,C559645812,21029.0,0.0,C469704019,53050.52,267752.14,0,0
203,TRANSFER,375549.39,C9378718,0.0,0.0,C2125564909,2869885.41,3245434.8,0,0
300,TRANSFER,2040965.85,C1659730235,0.0,0.0,C2145850717,2886189.33,4927155.18,0,0
236,TRANSFER,48331.11,C1942247278,30704.0,0.0,C1287737604,16338.0,64669.1,0,0
208,CASH_OUT,7243.45,C1409867148,202501.0,195257.55,C351607348,0.0,7243.45,0,0
249,TRANSFER,56847.17,C960265779,56847.17,0.0,C283472734,0.0,0.0,1,0
398,TRANSFER,525300.94,C303143185,21021.0,0.0,C1949009290,19325.05,544625.99,0,0
664,CASH_OUT,5652739.69,C90885996,5652739.69,0.0,C477262059,1662631.92,7315371.62,1,0
251,CASH_OUT,64694.73,C724604263,11416.0,0.0,C789793508,0.0,64694.73,0,0
14,CASH_OUT,213571.0,C239420006,5805.85,0.0,C1338617796,300259.26,513830.26,0,0
43,TRANSFER,78189.01,C418482899,0.0,0.0,C1409737471,1721209.39,1799398.4,0,0
164,CASH_OUT,11864.82,C1146325744,1241.0,0.0,C67724918,300447.76,312312.58,0,0
250,TRANSFER,461818.8,C382796327,199056.52,0.0,C1730271812,1323837.64,1785656.44,0,0
624,TRANSFER,10000000.0,C1874951604,12626957.79,2626957.79,C72573471,0.0,0.0,1,0
557,CASH_OUT,188844.13,C106930724,188844.13,0.0,C519905782,146960.09,335804.22,1,0
536,CASH_OUT,624686.04,C1226035706,624686.04,0.0,C1526048317,162545.17,787231.2,1,0
476,CASH_OUT,44628.75,C367845970,0.0,0.0,C2134136525,197074.46,241703.21,0,0
399,CASH_OUT,146989.04,C1313136949,50159.0,0.0,C970448672,921448.62,1068437.66,0,0
135,CASH_OUT,20464.06,C1200336662,0.0,0.0,C2121002400,285819.96,306284.02,0,0
154,TRANSFER,535101.61,C1419513921,0.0,0.0,C1525713085,710715.2,1245816.81,0,0
36,CASH_OUT,70640.35,C1521276196,17108.0,0.0,C144582392,177854.94,248495.29,0,0
165,CASH_OUT,17815.3,C408497903,0.0,0.0,C1882822392,2038295.6,2056110.9,0,0
420,CASH_OUT,204127.77,C2109846423,11674.0,0.0,C831803130,2855252.85,3059380.62,0,0
694,CASH_OUT,76582.23,C1588297046,76582.23,0.0,C870778014,1869045.51,1945627.75,1,0
582,CASH_OUT,181543.89,C1075053079,181543.89,0.0,C875621777,0.0,181543.89,1,0
403,CASH_OUT,2371324.81,C392198260,2371324.81,0.0,C1091956539,3448629.16,5819953.98,1,0
283,CASH_OUT,142525.86,C1129103806,0.0,0.0,C1807259952,608132.97,750658.83,0,0
320,CASH_OUT,34099.1,C193914526,34099.1,0.0,C918538157,0.0,34099.1,1,0
185,CASH_OUT,97929.43,C1963237676,21715.0,0.0,C1931233331,2641215.5,2739144.93,0,0
164,CASH_OUT,13270.17,C1482294165,82074.0,68803.83,C838802348,656751.49,670021.66,0,0
301,CASH_OUT,108012.91,C2128006696,41677.96,0.0,C876080387,1782677.89,1890690.8,0,0
522,TRANSFER,630315.17,C1117466369,0.0,0.0,C695758207,3360981.47,3991296.64,0,0
560,CASH_OUT,91655.26,C7511880,91655.26,0.0,C1495941646,133662.97,225318.23,1,0
45,CASH_OUT,10544.61,C876854441,134996.0,124451.39,C906314725,6150542.2,6161086.81,0,0
12,CASH_OUT,340188.55,C1705459035,0.0,0.0,C2025217612,963945.06,1487461.71,0,0
420,CASH_OUT,116489.77,C504789757,116489.77,0.0,C1731829821,0.0,116489.77,1,0
132,TRANSFER,3735525.0,C808515301,3735525.0,0.0,C1111269172,0.0,0.0,1,0
398,TRANSFER,977636.66,C817659120,7228.0,0.0,C1366276423,0.0,977636.66,0,0
401,CASH_OUT,34449.69,C1834684316,0.0,0.0,C53113588,331951.6,366401.29,0,0
329,CASH_OUT,99742.02,C796340084,155963.0,56220.98,C1965862939,1180580.85,1280322.87,0,0
398,CASH_OUT,452825.31,C1917424512,21605.0,0.0,C1974710610,3533436.12,3986261.43,0,0
304,CASH_OUT,79561.57,C1480267258,11157.0,0.0,C614309967,115992.66,195554.23,0,0
132,CASH_OUT,422141.7,C1938097866,93155.02,0.0,C128176687,538557.06,733207.72,0,0
252,CASH_OUT,232840.12,C1269998326,5443.11,0.0,C1799172272,338140.02,593343.44,0,0
259,CASH_OUT,47840.38,C2040965370,20024.0,0.0,C1765068106,0.0,47840.38,0,0
139,CASH_OUT,155203.9,C585322239,21212.0,0.0,C1615535645,0.0,155203.9,0,0
79,TRANSFER,432254.84,C2026655073,432254.84,0.0,C524492169,0.0,0.0,1,0
163,CASH_OUT,40648.57,C1761177522,0.0,0.0,C1131641890,125587.83,166236.4,0,0
161,CASH_OUT,185207.49,C232373472,0.0,0.0,C1540784469,1801878.73,1987086.21,0,0
13,CASH_OUT,77789.76,C1718455507,0.0,0.0,C912097190,645947.97,723737.73,0,0
278,CASH_OUT,44951.15,C2078776891,27522.0,0.0,C365189736,0.0,44951.15,0,0
42,CASH_OUT,5383.18,C1458643761,39384.0,34000.82,C253497872,0.0,5383.18,0,0
207,TRANSFER,682063.33,C1460251004,682063.33,0.0,C1783331478,0.0,0.0,1,0
235,CASH_OUT,135301.17,C1118973366,0.0,0.0,C794267330,5949452.78,6084753.95,0,0
249,TRANSFER,1082215.91,C539251001,0.0,0.0,C1942108380,3491483.05,4573698.96,0,0
34,CASH_OUT,200371.83,C125450928,0.0,0.0,C1814846366,1535965.89,1736337.72,0,0
183,CASH_OUT,208441.46,C100126135,52411.0,0.0,C533677632,115764.28,324205.74,0,0
160,CASH_OUT,32872.0,C1732777090,32872.0,0.0,C366537960,0.0,32872.0,1,0
306,CASH_OUT,105369.87,C756333315,10744.0,0.0,C2048648470,0.0,105369.87,0,0
161,CASH_OUT,260919.46,C29345616,0.0,0.0,C725436307,2048317.62,2309237.08,0,0
181,CASH_OUT,252770.32,C1176687798,0.0,0.0,C786713141,826055.86,1078826.18,0,0
137,CASH_OUT,433348.97,C1139626226,433348.97,0.0,C767625461,1757052.79,2190401.76,1,0
619,CASH_OUT,122442.82,C1987364907,3695.0,0.0,C1678442802,24293.91,146736.73,0,0
19,CASH_OUT,80658.76,C1528634713,0.0,0.0,C1194560395,1476789.9,1459190.55,0,0
334,CASH_OUT,3544.24,C924160814,21185.0,17640.76,C1476261639,0.0,3544.24,0,0
225,TRANSFER,1224098.96,C333618958,0.0,0.0,C1818903422,6395901.74,7620000.7,0,0
11,TRANSFER,1629604.37,C477784719,570285.52,0.0,C1183266411,6008300.41,7637904.78,0,0
236,TRANSFER,112627.68,C1342114950,0.0,0.0,C704005596,647980.07,760607.75,0,0
160,CASH_OUT,304904.91,C609319988,11641.0,0.0,C170840149,284456.0,589360.91,0,0
232,CASH_OUT,192945.72,C1504533698,2563.0,0.0,C1759765285,0.0,192945.72,0,0
664,TRANSFER,331729.06,C1287144716,331729.06,0.0,C1962276701,0.0,0.0,1,0
297,CASH_OUT,216886.79,C1511795439,0.0,0.0,C1988394336,2578005.8,2794892.59,0,0
308,CASH_OUT,290808.91,C2049215397,0.0,0.0,C143580560,9159373.73,9450182.64,0,0
252,CASH_OUT,236191.3,C1276808038,100159.0,0.0,C1208235075,387723.16,623914.45,0,0
204,CASH_OUT,244703.85,C1511016718,399922.0,155218.15,C492876712,0.0,322535.48,0,0
183,CASH_OUT,87272.0,C125168110,0.0,0.0,C804437944,816429.0,903701.0,0,0
44,CASH_OUT,760203.76,C257737272,0.0,0.0,C602975362,1657568.21,2417771.98,0,0
400,CASH_OUT,280346.1,C595358915,1032.0,0.0,C476430242,1062482.57,1342828.67,0,0
205,CASH_OUT,370594.66,C111699692,0.0,0.0,C411338682,744569.64,1115164.3,0,0
379,TRANSFER,166397.34,C346936074,0.0,0.0,C1386243118,454869.86,621267.21,0,0
188,TRANSFER,389214.05,C1298821369,389214.05,0.0,C476199705,0.0,0.0,1,0
302,CASH_OUT,127106.08,C1508602821,0.0,0.0,C520063980,192640.3,319746.38,0,0
236,TRANSFER,963751.04,C395961032,0.0,0.0,C2144015041,2967210.17,3930961.21,0,0
36,TRANSFER,206065.7,C894096678,0.0,0.0,C1696256076,504780.85,710846.55,0,0
212,CASH_OUT,190470.39,C2032140821,0.0,0.0,C1047366779,2519637.26,2710107.64,0,0
234,CASH_OUT,280271.14,C1156908894,0.0,0.0,C1490227949,389950.87,670222.01,0,0
154,CASH_OUT,241836.16,C1412564314,4420.0,0.0,C575022835,1637887.85,1879724.01,0,0
164,CASH_OUT,96876.75,C1851297087,134630.24,37753.49,C179616502,173642.92,270519.67,0,0
507,TRANSFER,781183.07,C815279404,781183.07,0.0,C388526228,0.0,0.0,1,0
405,CASH_OUT,143604.88,C1516738169,0.0,0.0,C685097585,240432.87,384037.75,0,0
361,CASH_OUT,3421212.04,C677566670,3421212.04,0.0,C931612164,57076.37,3478288.41,1,0
376,TRANSFER,6530484.38,C1668539486,51943.0,0.0,C1827220106,26621.84,6557106.22,0,0
670,CASH_OUT,929106.32,C1484947776,929106.32,0.0,C1894579246,559809.62,1488915.94,1,0
490,CASH_OUT,1048388.34,C1366299519,1048388.34,0.0,C1848657199,0.0,1048388.34,1,0
138,CASH_OUT,52414.73,C2068617107,0.0,0.0,C1436807520,283205.89,335620.62,0,0
284,CASH_OUT,13987.67,C1096335624,116336.65,102348.99,C1170379011,0.0,13987.67,0,0
229,CASH_OUT,189256.98,C411458498,0.0,0.0,C1142647170,295712.95,484969.93,0,0
689,CASH_OUT,953615.38,C1034067842,953615.38,0.0,C64488744,0.0,953615.38,1,0
352,CASH_OUT,275766.95,C789276347,0.0,0.0,C775918041,938864.59,1214631.54,0,0
137,CASH_OUT,106870.58,C12629105,0.0,0.0,C719170061,195226.42,302096.99,0,0
282,TRANSFER,3810779.79,C1195778470,0.0,0.0,C482642702,6200671.85,9731578.42,0,0
164,CASH_OUT,218603.97,C1961495963,0.0,0.0,C1966713243,3096408.55,3315012.52,0,0
209,CASH_OUT,70520.86,C329116365,0.0,0.0,C2097699121,398306.94,468827.81,0,0
186,TRANSFER,1831289.1,C1477709608,79221.05,0.0,C294449145,7583760.98,9415050.08,0,0
233,CASH_OUT,150232.83,C1417445538,39657.0,0.0,C1651755546,270929.92,421162.75,0,0
372,CASH_OUT,57139.6,C2073628686,4270.0,0.0,C1543981032,1893369.17,1950508.77,0,0
41,CASH_OUT,53605.68,C584159939,11490.0,0.0,C1993525172,244874.34,298480.02,0,0
478,CASH_OUT,44739.47,C878555522,57791.15,13051.68,C1325948655,7879572.83,7924312.31,0,0
204,CASH_OUT,79938.47,C1076544980,79938.47,0.0,C1266885726,0.0,79938.47,1,0
40,CASH_OUT,440595.18,C1282630326,62153.0,0.0,C2130247103,336601.68,777196.86,0,0
203,CASH_OUT,252942.44,C1481697780,113168.88,0.0,C1514872975,507898.07,760840.51,0,0
161,CASH_OUT,2786.1,C1692396859,332806.12,330020.02,C1240579262,443274.92,446061.01,0,0
164,CASH_OUT,108906.36,C1635993232,0.0,0.0,C918485243,468032.79,576939.15,0,0
203,TRANSFER,435483.13,C1320034095,159794.24,0.0,C1421225496,916478.23,1858771.39,0,0
304,CASH_OUT,146369.95,C1808550115,0.0,0.0,C580286880,3866421.54,4012791.49,0,0
163,CASH_OUT,478239.94,C1151628138,36010.0,0.0,C1101481055,3829044.44,4307284.38,0,0
28,TRANSFER,3832058.34,C1279307827,3832058.34,0.0,C1124913173,0.0,0.0,1,0
229,CASH_OUT,477753.86,C2985410,0.0,0.0,C500171353,518358.53,996112.4,0,0
25,CASH_OUT,658285.51,C391987177,0.0,0.0,C14376585,10420721.91,11079007.42,0,0
116,TRANSFER,1562871.32,C344826592,1562871.32,0.0,C654151270,0.0,0.0,1,0
208,TRANSFER,228894.56,C608792651,4808.19,0.0,C1997579629,329372.78,558267.34,0,0
284,CASH_OUT,326567.13,C1148549130,6341.0,0.0,C1437433905,13270.32,339837.44,0,0
231,CASH_OUT,319523.88,C1264081128,266678.0,0.0,C969756403,891844.81,1211368.69,0,0
234,CASH_OUT,195547.86,C1970936571,0.0,0.0,C1451051899,1309393.75,1504941.61,0,0
186,CASH_OUT,21738.14,C2105597316,53050.0,31311.86,C329640551,0.0,21738.14,0,0
17,CASH_OUT,233902.7,C909657390,58006.44,0.0,C2004013670,711551.09,945453.79,0,0
251,TRANSFER,1160419.12,C215560201,0.0,0.0,C1726507378,1931268.32,3091687.44,0,0
394,TRANSFER,147957.23,C1762704986,147957.23,0.0,C1857166842,0.0,0.0,1,0
403,CASH_OUT,164080.16,C2101637650,60848.0,0.0,C1686039055,310177.28,474257.44,0,0
